code;activite;phase;icr;classant
ECKA002;1;0;534;Y
ECLF003;1;0;375;Y
ECLF004;1;0;300;Y
ECLF005;1;0;290;Y
ECLF006;1;0;320;Y
ECMA001;1;0;614;Y
ECNF001;1;0;513;Y
ECNF002;1;0;471;Y
ECNH001;1;0;449;NA
ECPA003;1;0;571;Y
ECPF001;1;0;497;Y
ECPF002;1;0;503;Y
ECPF003;1;0;426;Y
ECPF004;1;0;420;Y
ECPF005;1;0;500;Y
ECQH001;1;0;342;NA
ECQH002;1;0;365;NA
ECQH003;1;0;249;NA
ECQH004;1;0;296;NA
ECQH005;1;0;299;NA
ECQH006;1;0;232;NA
ECQH007;1;0;306;NA
ECQH010;1;0;70;NA
ECQH011;1;0;68;NA
ECQH012;1;0;532;NA
ECQH013;1;0;395;NA
ECQH014;1;0;582;NA
ECQH015;1;0;390;Y
ECQH016;1;0;424;Y
ECQJ001;1;0;119;NA
ECQM001;1;0;27;NA
ECQM002;1;0;41;NA
ECSA001;1;0;356;Y
ECSA002;1;0;456;Y
ECSA003;1;0;205;Y
ECSF001;1;0;554;Y
ECSF002;1;0;527;Y
ECSF003;1;0;467;Y
ECSF004;1;0;462;Y
ECSF006;1;0;559;Y
ECSF008;1;0;410;Y
EDAA002;1;0;520;Y
EDAA003;1;0;30;NA
EDAF001;1;0;467;Y
EDAF002;1;0;363;Y
EDAF003;1;0;404;Y
EDAF004;1;0;374;Y
EDAF005;1;0;601;Y
EDAF006;1;0;398;Y
EDAF007;1;0;426;Y
EDAF008;1;0;511;Y
EDAF009;1;0;439;Y
EDAF010;1;0;515;Y
EDCA001;1;0;484;Y
EDCA002;1;0;508;Y
EDCA003;1;0;411;Y
EDCA004;1;0;449;Y
EDCA005;1;0;435;Y
EDCC015;1;0;557;Y
EDEA001;1;0;508;Y
EDEA002;1;0;49;NA
EDEA003;1;0;53;NA
EDEA004;1;0;533;Y
EDEA005;1;0;545;Y
EDFA001;1;0;516;Y
EDFA002;1;0;429;Y
EDFA003;1;0;437;Y
EDFA004;1;0;553;Y
EDFA005;1;0;819;Y
EDFA006;1;0;402;Y
EDFA007;1;0;400;Y
EDFA008;1;0;508;Y
EDFA009;1;0;515;Y
EDFA010;1;0;508;Y
EDJF001;1;0;585;Y
EDJF002;1;0;601;Y
EDKA002;1;0;526;Y
EDKA003;1;0;550;Y
EDLA001;1;0;230;Y
EDLF002;1;0;32;NA
EDLF004;1;0;572;Y
EDLF005;1;0;450;Y
EDLF006;1;0;624;Y
EDLF007;1;0;565;Y
EDLF008;1;0;694;Y
EDLF013;1;0;465;Y
EDLF014;1;0;477;Y
EDLF015;1;0;477;Y
EDLF016;1;0;539;Y
EDLF017;1;0;539;Y
EDLF018;1;0;499;Y
EDLF019;1;0;499;Y
EDLF020;1;0;442;Y
EDLF021;1;0;442;Y
EDLL001;1;0;630;Y
EDLL002;1;0;630;Y
EDMA001;1;0;565;Y
EDMA003;1;0;698;Y
EDMA004;1;0;804;Y
EDNF001;1;0;585;Y
EDNF002;1;0;518;Y
EDNF003;1;0;569;Y
EDPA001;1;0;429;Y
EDPA002;1;0;406;Y
EDPA005;1;0;513;Y
EDPF001;1;0;546;Y
EDPF002;1;0;616;Y
EDPF003;1;0;613;Y
EDPF004;1;0;688;Y
EDPF005;1;0;663;Y
EDPF006;1;0;583;Y
EDPF007;1;0;507;Y
EDPF008;1;0;532;Y
EDPF009;1;0;583;Y
EDQH001;1;0;382;NA
EDQH003;1;0;282;NA
EDQH005;1;0;362;NA
EDQH006;1;0;369;NA
EDQH007;1;0;382;NA
EDQH008;1;0;316;NA
EDQJ900;1;0;20;NA
EDQM001;1;0;45;NA
EDSA001;1;0;306;Y
EDSA002;1;0;345;Y
EDSA003;1;0;297;Y
EDSF001;1;0;820;Y
EDSF002;1;0;554;Y
EDSF003;1;0;534;Y
EDSF004;1;0;646;Y
EDSF005;1;0;557;Y
EDSF006;1;0;591;Y
EDSF007;1;0;565;Y
EDSF008;1;0;663;Y
EDSF009;1;0;720;Y
EDSF010;1;0;683;Y
EDSF011;1;0;201;Y
EDSF012;1;0;624;Y
EDSF013;1;0;702;Y
EDSF014;1;0;613;Y
EDSF015;1;0;720;Y
EDSF016;1;0;568;Y
EEAA002;1;0;571;Y
EEAF001;1;0;512;Y
EEAF002;1;0;612;Y
EEAF003;1;0;456;Y
EEAF004;1;0;493;Y
EEAF005;1;0;560;Y
EEAF006;1;0;571;Y
EECA001;1;0;367;Y
EECA002;1;0;325;Y
EECA003;1;0;441;Y
EECA005;1;0;678;Y
EECA006;1;0;513;Y
EECA007;1;0;397;Y
EECA008;1;0;510;Y
EECA009;1;0;175;Y
EECA010;1;0;590;Y
EECA012;1;0;744;Y
EEFA001;1;0;350;Y
EEFA002;1;0;262;Y
EEFA003;1;0;364;Y
EEFA004;1;0;240;Y
EEFA005;1;0;217;Y
EEFA006;1;0;200;Y
EEGA001;1;0;207;Y
EEGA002;1;0;384;Y
EEJF001;1;0;446;Y
EEKA001;1;0;270;Y
EELF002;1;0;300;Y
EELF004;1;0;309;Y
EELF005;1;0;329;Y
EENF001;1;0;586;Y
EENF002;1;0;538;Y
EEPF001;1;0;549;Y
EEPF002;1;0;512;Y
EEQH001;1;0;256;NA
EEQH002;1;0;292;NA
EEQH003;1;0;272;NA
EEQH004;1;0;342;NA
EEQH005;1;0;256;NA
EEQH006;1;0;209;NA
EESA001;1;0;141;Y
EESF001;1;0;489;Y
EESF004;1;0;542;Y
EESF005;1;0;572;Y
EESF006;1;0;525;Y
EESF007;1;0;413;Y
EFAF001;1;0;332;Y
EFAF002;1;0;325;Y
EFCA001;1;0;144;Y
EFCA002;1;0;104;Y
EFFA001;1;0;131;Y
EFFA002;1;0;487;Y
EFFA003;1;0;51;NA
EFJF001;1;0;432;Y
EFLF001;1;0;300;Y
EFNF001;1;0;476;Y
EFPF001;1;0;442;Y
EFPF002;1;0;375;Y
EFQH001;1;0;239;NA
EFQH002;1;0;272;NA
EFQH003;1;0;252;NA
EFQH004;1;0;226;NA
EFQH005;1;0;216;NA
EFQH006;1;0;186;NA
EFQH007;1;0;359;NA
EFQM001;1;0;39;NA
EFSA001;1;0;82;Y
EGAF001;1;0;382;Y
EGAF002;1;0;301;Y
EGAF003;1;0;241;Y
EGAF004;1;0;415;Y
EGCA002;1;0;484;Y
EGCA003;1;0;608;Y
EGCA004;1;0;210;Y
EGED001;1;0;180;Y
EGFA001;1;0;194;Y
EGFA002;1;0;196;Y
EGFA003;1;0;180;Y
EGFA004;1;0;230;Y
EGFA005;1;0;54;Y
EGFA006;1;0;445;Y
EGFA007;1;0;50;Y
EGFA008;1;0;405;Y
EGFA009;1;0;322;Y
EGFA010;1;0;160;Y
EGFC001;1;0;196;Y
EGHF001;1;0;260;NA
EGHF002;1;0;302;NA
EGHF003;1;0;366;NA
EGJA001;1;0;33;Y
EGJF001;1;0;482;Y
EGJF002;1;0;200;Y
EGLF001;1;0;28;NA
EGLF002;1;0;38;NA
EGNF001;1;0;415;Y
EGNF002;1;0;270;Y
EGNP001;1;0;41;NA
EGPA001;1;0;371;Y
EGPF001;1;0;384;Y
EGSA001;1;0;182;Y
EGSA002;1;0;178;Y
EGSF001;1;0;506;Y
EGSF002;1;0;422;Y
EGSF003;1;0;200;NA
EGSP001;1;0;41;NA
EHAA001;1;0;496;Y
EHAF001;1;0;422;Y
EHAF002;1;0;392;Y
EHAF003;1;0;332;Y
EHAF004;1;0;379;Y
EHBD001;1;0;40;NA
EHCA001;1;0;676;Y
EHCA002;1;0;731;Y
EHCA003;1;0;509;Y
EHCA004;1;0;607;Y
EHCA005;1;0;615;Y
EHCA006;1;0;583;Y
EHCA007;1;0;578;Y
EHCA008;1;0;496;Y
EHCA009;1;0;588;Y
EHCA010;1;0;656;Y
EHCF002;1;0;501;Y
EHFA001;1;0;447;Y
EHHF001;1;0;462;NA
EHHF002;1;0;494;NA
EHLA001;1;0;266;Y
EHNE001;1;0;84;Y
EHNE002;1;0;99;Y
EHNF001;1;0;415;Y
EHPF001;1;0;402;Y
EHQH001;1;0;249;NA
EHSF001;1;0;475;Y
EJBA001;1;0;523;Y
EJCA001;1;0;279;Y
EJCA002;1;0;457;Y
EJCA003;1;0;490;Y
EJEA001;1;0;257;Y
EJFA002;1;0;139;Y
EJFA004;1;0;94;Y
EJFA006;1;0;198;Y
EJFA007;1;0;90;Y
EJFA008;1;0;75;Y
EJFA009;1;0;75;Y
EJFB001;1;0;116;Y
EJGA001;1;0;131;Y
EJGA002;1;0;131;Y
EJGA003;1;0;180;Y
EJMA900;1;0;224;Y
EJMA901;1;0;188;Y
EJNF001;1;0;200;NA
EJNF002;1;0;40;Y
EJNJ001;1;0;58;Y
EJNJ014;1;0;58;Y
EJQH001;1;0;182;NA
EJQH002;1;0;286;NA
EJQH003;1;0;306;NA
EJQH004;1;0;236;NA
EJQH005;1;0;232;NA
EJQH006;1;0;199;NA
EJQM001;1;0;54;NA
EJQM003;1;0;42;NA
EJQM004;1;0;48;NA
EJQP001;1;0;42;NA
EJSA001;1;0;164;Y
EJSA003;1;0;149;Y
EJSC001;1;0;165;Y
EJSF007;1;0;76;NA
EJSF008;1;0;142;Y
EJSF019;1;0;70;NA
EJSF021;1;0;83;NA
EJSF032;1;0;220;Y
EJSF418;1;0;223;Y
EJSF466;1;0;130;Y
EJSF475;1;0;107;Y
EJSF771;1;0;177;Y
EJSF900;1;0;90;NA
EJSF901;1;0;90;NA
EKLA001;1;0;151;Y
EKQH001;1;0;76;NA
EKQH002;1;0;246;NA
EKQJ001;1;0;118;NA
EKSA001;1;0;384;Y
EKSA002;1;0;209;Y
ELCA002;1;0;58;NA
ELCA003;1;0;292;Y
ELCA004;1;0;333;Y
ELFA001;1;0;133;NA
ELGA001;1;0;180;Y
ELQH001;1;0;68;NA
ELQH002;1;0;71;NA
ELQJ001;1;0;117;NA
ELQJ002;1;0;55;NA
ELQJ003;1;0;140;NA
ELQM001;1;0;47;NA
ELQM002;1;0;37;NA
ELSA001;1;0;207;Y
ELSA002;1;0;301;Y
ELSC001;1;0;193;Y
ELSF001;1;0;400;Y
EMLA001;1;0;178;Y
EMMA001;1;0;49;NA
EMNH001;1;0;479;NA
EMPA001;1;0;221;Y
EMQH001;1;0;76;NA
EMQJ001;1;0;118;NA
EMSA001;1;0;309;Y
EMSA002;1;0;190;Y
ENAF001;1;0;556;Y
ENAF002;1;0;435;Y
ENCA001;1;0;308;Y
ENFA001;1;0;402;Y
ENFA002;1;0;266;NA
ENFA003;1;0;56;NA
ENFA004;1;0;548;Y
ENFA005;1;0;591;Y
ENFA006;1;0;271;Y
ENFA007;1;0;736;Y
ENFF001;1;0;494;Y
ENLF001;1;0;40;NA
ENNF001;1;0;567;Y
ENNH001;1;0;100;NA
ENNH002;1;0;432;NA
ENQX011;1;0;38;NA
ENSF001;1;0;532;Y
ENSF002;1;0;591;Y
ENSF003;1;0;577;Y
EPCA001;1;0;153;Y
EPCA002;1;0;367;Y
EPCA003;1;0;54;NA
EPFA001;1;0;384;Y
EPFA003;1;0;139;NA
EPFA004;1;0;372;Y
EPFA005;1;0;149;Y
EPFA006;1;0;91;NA
EPJB001;1;0;18;NA
EPJB015;1;0;25;NA
EPLA002;1;0;241;Y
EPLB002;1;0;120;NA
EPLF001;1;0;16;NA
EPLF002;1;0;74;NA
EPLF003;1;0;87;Y
EPLF004;1;0;113;Y
EPLF005;1;0;66;Y
EPMA001;1;0;200;Y
EPMA002;1;0;200;Y
EPNF001;1;0;40;NA
EPPF001;1;0;433;Y
EPPF003;1;0;499;Y
EPPP002;1;0;40;NA
EPPP003;1;0;48;NA
EPQL001;1;0;120;NA
EQBP001;1;0;32;NA
EQCF001;1;0;396;NA
EQCF002;1;0;86;NA
EQGA001;1;0;152;NA
EQGA002;1;0;244;Y
EQGA003;1;0;586;Y
EQGA004;1;0;707;Y
EQGA214;1;0;0;NA
EQKA002;1;0;1143;Y
EQKA003;1;0;1055;Y
EQLA001;1;0;198;Y
EQLA002;1;0;149;Y
EQLA003;1;0;835;Y
EQLA004;1;0;855;Y
EQLA005;1;0;1044;Y
EQLA006;1;0;1127;Y
EQLA007;1;0;883;Y
EQLA008;1;0;1050;Y
EQLA009;1;0;1037;Y
EQLA010;1;0;1275;Y
EQLA011;1;0;200;Y
EQLA665;1;0;0;NA
EQLF001;1;0;45;NA
EQLF002;1;0;60;NA
EQLF003;1;0;74;NA
EQLF004;1;0;127;Y
EQLF005;1;0;53;NA
EQMF003;1;0;390;NA
EQMP001;1;0;144;NA
EQQF001;1;0;198;Y
EQQF002;1;0;142;Y
EQQF003;1;0;255;Y
EQQF004;1;0;201;Y
EQQF006;1;0;115;Y
EQQF007;1;0;71;NA
EQQH001;1;0;160;Y
EQQH002;1;0;174;Y
EQQH004;1;0;234;Y
EQQH005;1;0;280;Y
EQQH006;1;0;224;Y
EQQJ001;1;0;105;NA
EQQM001;1;0;74;NA
EQQM003;1;0;43;NA
EQQM004;1;0;54;NA
EQQM005;1;0;131;NA
EQQM006;1;0;35;NA
EQQP001;1;0;53;NA
EQQP002;1;0;12;NA
EQQP003;1;0;14;NA
EQQP004;1;0;240;NA
EQQP005;1;0;19;NA
EQQP007;1;0;32;NA
EQQP008;1;0;34;NA
EQQP009;1;0;44;NA
EQQP010;1;0;30;NA
EQQP011;1;0;40;NA
EQQP012;1;0;164;NA
EQQP013;1;0;360;NA
EQQP014;1;0;200;NA
EQRM001;1;0;46;NA
EQRP001;1;0;15;NA
EQRP002;1;0;65;NA
EQRP008;1;0;86;NA
EZAF001;1;0;349;Y
EZAF002;1;0;411;Y
EZBA001;1;0;212;Y
EZBA002;1;0;167;Y
EZBA003;1;0;161;Y
EZCA001;1;0;163;NA
EZCA002;1;0;249;Y
EZCA003;1;0;239;Y
EZCA004;1;0;182;Y
EZCA005;1;0;122;NA
EZFA001;1;0;263;Y
EZFA002;1;0;147;Y
EZFA003;1;0;253;Y
EZFA004;1;0;380;Y
EZGF001;1;0;385;Y
EZJF001;1;0;525;Y
EZJF002;1;0;470;Y
EZKA001;1;0;79;NA
EZLA001;1;0;158;Y
EZMA001;1;0;163;Y
EZMA002;1;0;332;Y
EZMA003;1;0;224;Y
EZMA004;1;0;261;Y
EZMH001;1;0;136;NA
EZNF001;1;0;505;Y
EZNF002;1;0;492;Y
EZNF004;1;0;76;NA
EZNF900;1;0;50;Y
EZNH001;1;0;316;NA
EZNH002;1;0;270;NA
EZPA001;1;0;202;Y
EZPF003;1;0;300;Y
EZPF004;1;0;350;Y
EZPP002;1;0;73;NA
EZQA001;1;0;200;Y
EZQH002;1;0;259;NA
EZQH003;1;0;222;NA
EZQH004;1;0;50;NA
EZQJ900;1;0;20;NA
EZQL001;1;0;160;NA
EZQL002;1;0;84;NA
EZQM001;1;0;37;NA
EZQM002;1;0;36;NA
EZSA001;1;0;136;Y
EZSA002;1;0;167;Y
EZSA003;1;0;194;Y
EZSA004;1;0;172;Y
EZSA005;1;0;390;Y
EZSF001;1;0;39;NA
EZSM001;1;0;51;NA
FAFA001;1;0;34;Y
FAFA002;1;0;38;Y
FAFA003;1;0;40;NA
FAFA004;1;0;28;NA
FAFA005;1;0;80;Y
FAFA006;1;0;76;Y
FAFA007;1;0;34;Y
FAFA008;1;0;20;Y
FAFA009;1;0;56;NA
FAFA010;1;0;90;Y
FAFA011;1;0;28;NA
FAFA012;1;0;46;NA
FAFA013;1;0;32;Y
FAFA014;1;0;60;Y
FAFA015;1;0;66;Y
FAND001;1;0;47;Y
FAQX004;1;0;38;NA
FASD001;1;0;48;Y
FBFA001;1;0;310;Y
FBFA003;1;0;375;Y
FBFA900;1;0;435;Y
FBFC900;1;0;426;Y
FBQX004;1;0;128;NA
FCBP001;1;0;47;NA
FCBP002;1;0;32;NA
FCCA001;1;0;275;Y
FCFA001;1;0;257;Y
FCFA002;1;0;266;Y
FCFA003;1;0;431;Y
FCFA004;1;0;352;Y
FCFA005;1;0;363;Y
FCFA006;1;0;312;Y
FCFA007;1;0;266;Y
FCFA008;1;0;291;Y
FCFA009;1;0;579;Y
FCFA010;1;0;422;Y
FCFA011;1;0;143;Y
FCFA012;1;0;78;Y
FCFA013;1;0;500;Y
FCFA014;1;0;538;Y
FCFA015;1;0;348;Y
FCFA016;1;0;201;Y
FCFA017;1;0;62;NA
FCFA018;1;0;90;Y
FCFA019;1;0;295;Y
FCFA020;1;0;333;Y
FCFA021;1;0;78;Y
FCFA022;1;0;532;Y
FCFA023;1;0;475;Y
FCFA024;1;0;237;Y
FCFA025;1;0;428;Y
FCFA026;1;0;200;Y
FCFA027;1;0;435;Y
FCFA028;1;0;45;Y
FCFA029;1;0;143;Y
FCFC001;1;0;315;Y
FCFC002;1;0;355;Y
FCFC003;1;0;337;Y
FCFC004;1;0;725;Y
FCFC005;1;0;470;Y
FCHB001;1;0;15;NA
FCNB001;1;0;76;NA
FCNH001;1;0;228;NA
FCPA001;1;0;135;Y
FCQH001;1;0;228;NA
FCQH002;1;0;340;NA
FCQL001;1;0;93;NA
FCQX004;1;0;59;NA
FCQX005;1;0;41;NA
FCQX006;1;0;54;NA
FCQX007;1;0;99;NA
FCQX008;1;0;71;NA
FCQX010;1;0;92;NA
FCQX011;1;0;179;NA
FCQX012;1;0;148;NA
FCQX028;1;0;43;NA
FCSA001;1;0;310;Y
FCSA002;1;0;341;Y
FCSC001;1;0;300;Y
FDFB001;1;0;269;NA
FDHB001;1;0;19;NA
FDHB002;1;0;31;NA
FDHB003;1;0;67;NA
FDHB004;1;0;37;NA
FDHB005;1;0;53;NA
FDHB006;1;0;22;NA
FDQL001;1;0;78;NA
FDQX007;1;0;54;NA
FEFF001;1;0;99;NA
FEFF002;1;0;95;NA
FEFF220;1;0;297;NA
FEFF438;1;0;123;NA
FEHB001;1;0;8;NA
FEJF001;1;0;223;NA
FEJF002;1;0;190;NA
FEJF003;1;0;23;NA
FEJF004;1;0;72;NA
FEJF005;1;0;189;NA
FEJF006;1;0;72;NA
FEJF007;1;0;254;NA
FEJF008;1;0;61;NA
FEJF009;1;0;91;NA
FELF001;1;0;0;NA
FELF002;1;0;25;NA
FELF003;1;0;38;NA
FELF004;1;0;60;NA
FELF005;1;0;139;NA
FELF006;1;0;30;NA
FELF007;1;0;25;NA
FELF008;1;0;85;NA
FELF009;1;0;45;Y
FELF010;1;0;42;Y
FELF011;1;0;45;NA
FELF012;1;0;168;NA
FENL001;1;0;42;NA
FEPF001;1;0;96;NA
FEPF002;1;0;125;NA
FEPF003;1;0;104;NA
FEPF004;1;0;190;NA
FEPF005;1;0;54;NA
FEQL001;1;0;135;NA
FEQL002;1;0;90;NA
FEQL003;1;0;102;NA
FEQL004;1;0;60;NA
FEQL005;1;0;90;NA
FEQL006;1;0;60;NA
FEQL007;1;0;36;NA
FERP001;1;1;40;NA
FERP001;1;2;50;NA
FERP001;1;3;40;NA
FERP858;1;0;0;NA
FFFA001;1;0;303;Y
FFFA002;1;0;355;Y
FFFC001;1;0;411;Y
FFFC420;1;0;360;Y
FFJA001;1;0;306;Y
FFJC001;1;0;336;Y
FFQL001;1;0;60;NA
FFQX005;1;0;79;NA
FFSA001;1;0;370;Y
FFSC272;1;0;384;Y
FGLB001;1;0;12;NA
FGLB002;1;0;151;NA
FGLB004;1;0;12;NA
FGLF671;1;0;12;NA
FGRB001;1;0;38;NA
FGRB002;1;0;29;NA
FGRB003;1;0;19;NA
FGRB004;1;0;25;NA
FGRB005;1;0;25;NA
FGRB006;1;0;52;NA
FGRB007;1;0;106;NA
FGRD002;1;0;158;NA
FGRD003;1;0;158;NA
FGRD004;1;0;27;NA
FGRP003;1;0;29;NA
FGRP005;1;0;38;NA
FGRP006;1;0;27;NA
FGRP007;1;0;23;NA
FGRP009;1;0;25;NA
FGRP010;1;0;25;NA
GABD001;1;0;20;NA
GABD002;1;0;13;NA
GAEA001;1;0;100;Y
GAEA002;1;0;435;Y
GAFA001;1;0;93;Y
GAFA002;1;0;57;Y
GAFA003;1;0;86;Y
GAFA004;1;0;199;Y
GAFA005;1;0;71;Y
GAFA006;1;0;200;Y
GAFA007;1;0;28;Y
GAFA008;1;0;157;Y
GAFA009;1;0;123;Y
GAFA010;1;0;316;Y
GAFA011;1;0;186;Y
GAFD001;1;0;62;NA
GAFD002;1;0;36;NA
GAGD001;1;0;13;NA
GAGD002;1;0;12;NA
GAHA001;1;0;18;NA
GAJA001;1;0;23;NA
GAJA002;1;0;43;NA
GALD001;1;0;26;NA
GALD002;1;0;26;NA
GALP001;1;0;586;NA
GALP002;1;0;177;NA
GAMA001;1;0;178;Y
GAMA002;1;0;291;Y
GAMA003;1;0;204;Y
GAMA004;1;0;222;Y
GAMA005;1;0;240;Y
GAMA006;1;0;467;Y
GAMA007;1;0;132;Y
GAMA008;1;0;106;Y
GAMA009;1;0;150;Y
GAMA010;1;0;276;Y
GAMA011;1;0;260;Y
GAMA012;1;0;132;Y
GAMA013;1;0;278;Y
GAMA014;1;0;432;Y
GAMA015;1;0;112;Y
GAMA016;1;0;280;Y
GAMA017;1;0;156;Y
GAMA018;1;0;106;Y
GAMA019;1;0;164;Y
GAMA020;1;0;222;Y
GAMA021;1;0;569;Y
GAMA022;1;0;118;Y
GAMA023;1;0;327;Y
GAMA024;1;0;204;Y
GAMA025;1;0;171;Y
GAMA026;1;0;209;Y
GAME001;1;0;62;Y
GAME002;1;0;107;Y
GAND001;1;0;18;Y
GAQD001;1;0;45;NA
GAQD002;1;0;45;NA
GAQD003;1;0;5;NA
GAQD004;1;0;14;NA
GAQD005;1;0;18;NA
GAQD006;1;0;45;NA
GAQD007;1;0;13;NA
GAQE001;1;0;16;NA
GAQE003;1;0;10;NA
GASA001;1;0;60;Y
GASE001;1;0;13;Y
GASE002;1;0;45;Y
GBBA001;1;0;300;Y
GBBA002;1;0;288;Y
GBBA364;1;0;356;Y
GBCA001;1;0;363;Y
GBFA001;1;0;134;Y
GBFA002;1;0;220;Y
GBFA003;1;0;375;Y
GBFA004;1;0;442;Y
GBFA005;1;0;318;Y
GBFA006;1;0;351;Y
GBFA007;1;0;128;Y
GBFA008;1;0;200;Y
GBGD001;1;0;29;Y
GBJA001;1;0;250;Y
GBJA002;1;0;80;Y
GBJB001;1;0;27;NA
GBJD001;1;0;14;NA
GBJD002;1;0;0;NA
GBJE001;1;0;110;Y
GBJE002;1;0;86;Y
GBPA001;1;0;164;Y
GBPA002;1;0;142;Y
GBPA003;1;0;450;Y
GBPA004;1;0;0;NA
GBPE001;1;0;57;Y
GBPE002;1;0;90;Y
GBPE003;1;0;56;Y
GBQA002;1;0;34;Y
GBQD001;1;0;34;NA
GBQE001;1;0;35;Y
GBQE002;1;0;33;Y
GBQM001;1;0;18;NA
GCCD001;1;0;76;NA
GCFA001;1;0;900;Y
GCFA002;1;0;900;Y
GCFA003;1;0;188;Y
GCFA004;1;0;675;Y
GCFA005;1;0;141;Y
GCFA006;1;0;900;Y
GCFA007;1;0;675;Y
GCFD001;1;0;65;Y
GCFD002;1;0;86;Y
GCMA001;1;0;200;Y
GCME001;1;0;180;Y
GCME002;1;0;132;Y
GCME003;1;0;164;Y
GCME004;1;0;124;Y
GCQE001;1;0;14;Y
GCQE002;1;0;28;Y
GCQE003;1;0;22;NA
GCQX004;1;0;51;NA
GCQX005;1;0;64;NA
GDCA001;1;0;225;Y
GDCA002;1;0;186;Y
GDEA001;1;0;158;Y
GDFA001;1;0;258;Y
GDFA002;1;0;164;Y
GDFA003;1;0;375;Y
GDFA004;1;0;142;Y
GDFA005;1;0;325;Y
GDFA006;1;0;273;Y
GDFA007;1;0;210;Y
GDFA008;1;0;338;Y
GDFA009;1;0;358;Y
GDFA010;1;0;186;Y
GDFA011;1;0;358;Y
GDFA012;1;0;365;Y
GDFA013;1;0;340;Y
GDFA014;1;0;308;Y
GDFA015;1;0;160;Y
GDFA016;1;0;308;Y
GDFA017;1;0;333;Y
GDFA018;1;0;395;Y
GDFE001;1;0;69;Y
GDFE002;1;0;52;Y
GDFE003;1;0;67;Y
GDFE004;1;0;45;Y
GDFE005;1;0;50;Y
GDFE006;1;0;76;Y
GDFE007;1;0;56;Y
GDFE008;1;0;51;Y
GDFE009;1;0;59;Y
GDFE010;1;0;72;Y
GDFE011;1;0;66;Y
GDFE012;1;0;38;Y
GDFE013;1;0;59;Y
GDFE014;1;0;50;Y
GDFE015;1;0;60;Y
GDFE016;1;0;46;Y
GDGE001;1;0;30;Y
GDHE001;1;0;35;Y
GDLB001;1;0;35;NA
GDLD001;1;0;14;NA
GDLE001;1;0;35;Y
GDLE003;1;0;35;NA
GDLE004;1;0;35;NA
GDMA001;1;0;300;Y
GDMA002;1;0;358;Y
GDMA003;1;0;375;Y
GDNE001;1;0;54;Y
GDNE002;1;0;45;Y
GDNE003;1;0;54;Y
GDNE004;1;0;45;Y
GDPE001;1;0;54;Y
GDPE002;1;0;32;Y
GDPE003;1;0;38;Y
GDQE001;1;0;60;Y
GDQE002;1;0;23;Y
GDQE003;1;0;16;Y
GDQE004;1;0;26;Y
GDQE005;1;0;56;Y
GDQE007;1;0;32;NA
GDQP001;1;0;0;NA
GDQX004;1;0;51;NA
GDQX005;1;0;120;NA
GDQX008;1;0;84;NA
GDSA001;1;0;285;Y
GDSA002;1;0;385;Y
GDSA003;1;0;850;Y
GDSA004;1;0;652;Y
GECA001;1;0;566;Y
GECA002;1;0;491;Y
GECA003;1;0;307;Y
GEFA001;1;0;814;Y
GEFA002;1;0;710;Y
GEFA003;1;0;739;Y
GEFA004;1;0;1165;Y
GEFA005;1;0;964;Y
GEFA006;1;0;623;Y
GEFA007;1;0;622;Y
GEFA008;1;0;637;Y
GEFA009;1;0;712;Y
GEFA010;1;0;683;Y
GEFA011;1;0;623;Y
GEFA012;1;0;517;Y
GEFA013;1;0;312;Y
GEFE001;1;0;77;Y
GEFE002;1;0;68;Y
GEGA001;1;0;422;Y
GEGE001;1;0;72;Y
GEGE003;1;0;62;Y
GEHD001;1;0;16;NA
GEHE001;1;0;3;NA
GEJD001;1;0;19;NA
GEJD002;1;0;250;NA
GEJE001;1;0;59;Y
GEJE002;1;0;287;Y
GEJE003;1;0;37;Y
GEKA001;1;0;674;Y
GELA001;1;0;264;Y
GELD001;1;0;20;NA
GELD002;1;0;22;NA
GELD003;1;0;30;NA
GELD004;1;0;15;NA
GELD005;1;0;49;NA
GELE001;1;0;0;NA
GELE002;1;0;74;Y
GELE003;1;0;42;Y
GELE004;1;0;42;Y
GELE005;1;0;39;Y
GELE006;1;0;138;Y
GELE007;1;0;52;Y
GELE008;1;0;68;Y
GELE009;1;0;52;Y
GELE133;1;0;71;Y
GELE308;1;0;57;NA
GELF001;1;0;15;NA
GEMA001;1;0;255;Y
GEMA002;1;0;485;Y
GEME121;1;0;72;Y
GENE001;1;0;96;Y
GENE002;1;0;68;Y
GENE003;1;0;122;Y
GENE004;1;0;69;Y
GENE005;1;0;69;Y
GENE006;1;0;56;Y
GENE008;1;0;63;Y
GEPA004;1;0;106;NA
GEQE001;1;0;92;Y
GEQE002;1;0;74;Y
GEQE003;1;0;117;Y
GEQE004;1;0;90;Y
GEQE005;1;0;83;Y
GEQE006;1;0;76;Y
GEQE007;1;0;59;Y
GEQE008;1;0;82;Y
GEQE009;1;0;57;Y
GEQE010;1;0;89;Y
GEQE011;1;0;94;NA
GEQE012;1;0;32;Y
GEQE013;1;0;54;Y
GEQH001;1;0;55;NA
GEQH002;1;0;91;Y
GEQH003;1;0;98;Y
GEQJ237;1;0;139;Y
GEQL001;1;0;99;NA
GEQP001;1;0;0;NA
GEQP002;1;0;0;NA
GEQX001;1;0;84;NA
GEQX002;1;0;59;NA
GERD001;1;0;9;NA
GERD002;1;0;17;NA
GESA002;1;0;201;Y
GESA003;1;0;542;Y
