code;activite;phase;icr;classant
BKLB001;1;0;24;NA
BKLP001;1;0;38;NA
BKLP002;1;0;666;NA
BKMA001;1;0;349;Y
BKMA002;1;0;431;Y
BKMA003;1;0;267;Y
BKMA004;1;0;240;Y
BKMP001;1;0;98;NA
BKQX004;1;0;133;NA
BLMP001;1;0;52;NA
BLMP002;1;0;31;NA
BLMP003;1;0;42;NA
BLMP005;1;0;31;NA
BLMP006;1;0;64;NA
BLMP007;1;0;49;NA
BLQP001;1;0;61;NA
BLQP002;1;0;40;NA
BLQP003;1;0;24;NA
BLQP004;1;0;43;NA
BLQP005;1;0;54;NA
BLQP007;1;0;57;NA
BLQP008;1;0;17;NA
BLQP009;1;0;75;NA
BLQP010;1;0;34;NA
BLQP011;1;0;19;NA
BLQP012;1;0;23;NA
BLQP014;1;0;77;NA
BLQP015;1;0;72;NA
BLQP016;1;0;36;NA
BLRP001;1;0;33;NA
BZQK001;1;0;51;NA
BZQM001;1;0;52;NA
BZQM002;1;0;52;NA
BZQM003;1;0;46;NA
BZQP002;1;0;36;NA
BZQP003;1;0;46;NA
BZQX004;1;0;51;NA
CAEA001;1;0;98;Y
CAEA002;1;0;92;Y
CAEA003;1;0;435;Y
CAFA001;1;0;420;Y
CAFA002;1;0;42;Y
CAFA003;1;0;102;Y
CAFA004;1;0;240;Y
CAFA005;1;0;96;Y
CAFA006;1;0;54;Y
CAFA007;1;0;120;Y
CAFA008;1;0;526;Y
CAFA009;1;0;180;Y
CAFA010;1;0;452;Y
CAFA011;1;0;96;Y
CAGD001;1;0;13;Y
CAGD002;1;0;15;Y
CAHA001;1;0;18;NA
CAHA002;1;0;20;NA
CAJA001;1;0;38;NA
CAJA002;1;0;44;Y
CAJD001;1;0;23;Y
CALD001;1;0;10;NA
CALP001;1;0;616;NA
CAMA001;1;0;655;Y
CAMA002;1;0;146;Y
CAMA003;1;0;213;Y
CAMA004;1;0;546;Y
CAMA005;1;0;361;Y
CAMA006;1;0;641;Y
CAMA007;1;0;100;Y
CAMA008;1;0;127;Y
CAMA009;1;0;415;Y
CAMA010;1;0;228;Y
CAMA011;1;0;168;Y
CAMA012;1;0;188;Y
CAMA013;1;0;216;Y
CAMA014;1;0;284;Y
CAMA015;1;0;404;Y
CAMA016;1;0;404;Y
CAMA017;1;0;161;Y
CAMA018;1;0;368;Y
CAMA019;1;0;56;Y
CAMA020;1;0;292;Y
CAMA021;1;0;157;Y
CAMA022;1;0;157;Y
CAPA001;1;0;23;NA
CASA001;1;0;55;Y
CASA002;1;0;240;Y
CBFA001;1;0;236;Y
CBFA002;1;0;340;Y
CBFA003;1;0;340;Y
CBFA004;1;0;176;Y
CBFA005;1;0;162;Y
CBFA006;1;0;296;Y
CBFA007;1;0;300;Y
CBFA008;1;0;360;Y
CBFA009;1;0;396;Y
CBFA010;1;0;162;Y
CBFA012;1;0;282;Y
CBFA013;1;0;256;Y
CBGA001;1;0;116;Y
CBGA003;1;0;84;Y
CBGD001;1;0;18;Y
CBJD001;1;0;14;Y
CBKA001;1;0;120;Y
CBLA001;1;0;180;Y
CBLA002;1;0;180;Y
CBLD001;1;0;32;Y
CBLD002;1;0;10;NA
CBLD003;1;0;24;Y
CBMA001;1;0;140;Y
CBMA002;1;0;206;Y
CBMA003;1;0;206;Y
CBMA004;1;0;248;Y
CBMA005;1;0;188;Y
CBMA006;1;0;166;Y
CBMA007;1;0;228;Y
CBMA008;1;0;40;Y
CBMA009;1;0;142;Y
CBMA010;1;0;194;Y
CBMA011;1;0;190;Y
CBMD001;1;0;360;Y
CBMD002;1;0;154;Y
CBMD003;1;0;204;Y
CBMP001;1;0;40;NA
CBPA001;1;0;194;Y
CBPA002;1;0;144;Y
CBPA003;1;0;148;Y
CBPD001;1;0;20;Y
CBQA001;1;0;104;Y
CBQD001;1;0;9;NA
CBQE001;1;0;7;Y
CBQE900;1;0;33;NA
CCCA001;1;0;214;Y
CCCA002;1;0;214;Y
CCFA001;1;0;180;Y
CCGA001;1;0;134;Y
CCNB001;1;0;30;Y
CCPA001;1;0;146;Y
CCPA002;1;0;176;Y
CCPA003;1;0;204;Y
CCRA001;1;0;104;Y
CCRD001;1;0;118;Y
CCRD002;1;0;26;NA
CCSA001;1;0;160;Y
CDGA001;1;0;134;Y
CDLA002;1;0;600;Y
CDLA003;1;0;480;Y
CDLA004;1;0;480;Y
CDMP001;1;0;25;NA
CDMP002;1;0;56;NA
CDQD001;1;0;13;NA
CDQD002;1;0;13;NA
CDQP002;1;0;28;NA
CDQP004;1;0;18;NA
CDQP005;1;0;15;NA
CDQP006;1;0;38;NA
CDQP007;1;0;29;NA
CDQP008;1;0;45;NA
CDQP009;1;0;17;NA
CDQP010;1;0;14;NA
CDQP011;1;0;15;NA
CDQP012;1;0;24;NA
CDQP013;1;0;33;NA
CDQP014;1;0;50;NA
CDQP015;1;0;20;NA
CDQP016;1;0;16;NA
CDQP017;1;0;25;NA
CDRP001;1;0;30;NA
CDRP002;1;0;29;NA
CEQP001;1;0;25;NA
CEQP002;1;0;16;NA
CEQP005;1;0;27;NA
CEQP006;1;0;103;Y
CEQP008;1;0;27;NA
CERP001;1;0;26;NA
CERP002;1;0;30;NA
CERP003;1;0;53;NA
CERP004;1;0;21;NA
CERP005;1;0;25;NA
DAAA001;1;0;855;Y
DAAA002;1;0;789;Y
DAAA003;1;0;766;Y
DAAF001;1;0;324;Y
DAAF002;1;0;395;Y
DAAF003;1;0;236;Y
DACA001;1;0;586;Y
DAFA001;1;0;608;Y
DAFA002;1;0;740;Y
DAFA003;1;0;836;Y
DAFA005;1;0;674;Y
DAFA006;1;0;766;Y
DAFA007;1;0;816;Y
DAFA008;1;0;843;Y
DAFA009;1;0;766;Y
DAFA010;1;0;734;Y
DAGA001;1;0;734;Y
DAGA002;1;0;721;Y
DAGF001;1;0;353;Y
DAHF001;1;0;189;Y
DAMA003;1;0;426;Y
DAMA005;1;0;738;Y
DAMA900;1;0;1061;Y
DAMA901;1;0;900;Y
DAMF001;1;0;276;Y
DAPA001;1;0;545;Y
DAPC001;1;0;597;Y
DAQL001;1;0;92;NA
DAQL002;1;0;64;NA
DAQL003;1;0;84;NA
DAQL004;1;0;132;NA
DAQL005;1;0;160;NA
DAQL006;1;0;300;NA
DAQL007;1;0;96;NA
DAQL008;1;0;92;NA
DAQL009;1;0;180;NA
DAQL010;1;0;132;NA
DAQL011;1;0;140;NA
DAQL012;1;0;120;NA
DAQL014;1;0;120;NA
DAQL015;1;0;102;NA
DAQL900;1;0;130;NA
DAQM003;1;0;163;NA
DAQM900;1;0;20;NA
DAQM901;1;0;80;NA
DASA001;1;0;1089;Y
DASA002;1;0;820;Y
DASA003;1;0;641;Y
DASA004;1;0;983;Y
DASA006;1;0;1030;Y
DASA007;1;0;1116;Y
DASA008;1;0;1011;Y
DASA009;1;0;1089;Y
DASA010;1;0;1077;Y
DASA011;1;0;960;Y
DASA012;1;0;812;Y
DASA013;1;0;1100;Y
DASA014;1;0;886;Y
DASF001;1;0;368;Y
DASF002;1;0;100;Y
DASF003;1;0;100;Y
DASF004;1;0;391;Y
DASF005;1;0;391;Y
DASF074;1;0;236;Y
DBAF001;1;0;362;Y
DBAF002;1;0;296;Y
DBAF003;1;0;238;Y
DBAF004;1;0;421;Y
DBAF005;1;0;369;Y
DBBF198;1;0;354;Y
DBEA001;1;0;863;Y
DBFA001;1;0;980;Y
DBFA002;1;0;828;Y
DBKA001;1;0;948;Y
DBKA002;1;0;1038;Y
DBKA003;1;0;793;Y
DBKA004;1;0;777;Y
DBKA005;1;0;933;Y
DBKA006;1;0;793;Y
DBKA007;1;0;781;Y
DBKA008;1;0;933;Y
DBKA009;1;0;983;Y
DBKA010;1;0;812;Y
DBKA011;1;0;1026;Y
DBKA012;1;0;836;Y
DBLA001;1;0;855;Y
DBLA002;1;0;855;Y
DBLA003;1;0;1073;Y
DBLA004;1;0;0;NA
DBLF001;1;0;0;NA
DBLF009;1;0;435;Y
DBMA001;1;0;929;Y
DBMA002;1;0;894;Y
DBMA003;1;0;804;Y
DBMA004;1;0;1244;Y
DBMA005;1;0;1081;Y
DBMA006;1;0;913;Y
DBMA007;1;0;1053;Y
DBMA008;1;0;773;Y
DBMA009;1;0;1034;Y
DBMA010;1;0;1069;Y
DBMA011;1;0;855;Y
DBMA012;1;0;785;Y
DBMA013;1;0;1022;Y
DBMA015;1;0;1092;Y
DBPA001;1;0;766;Y
DBPA002;1;0;719;Y
DBPA003;1;0;360;Y
DBPA004;1;0;684;Y
DBPA005;1;0;604;Y
DBPA006;1;0;734;Y
DBPA007;1;0;660;Y
DBQM001;1;0;153;NA
DBSF001;1;0;300;Y
DCFA001;1;0;347;Y
DCJA001;1;0;150;Y
DCJB001;1;0;129;NA
DCJB002;1;0;129;NA
DCMA001;1;0;242;Y
DCMC001;1;0;281;Y
DDAA002;1;0;828;Y
DDAF001;1;0;334;Y
DDAF003;1;0;471;Y
DDAF004;1;0;402;Y
DDAF006;1;0;350;Y
DDAF007;1;0;425;Y
DDAF008;1;0;366;Y
DDAF009;1;0;493;Y
DDAF010;1;0;350;Y
DDEA001;1;0;960;Y
DDFF001;1;0;372;Y
DDFF002;1;0;385;Y
DDLF001;1;0;621;Y
DDMA003;1;0;1127;Y
DDMA004;1;0;1050;Y
DDMA005;1;0;1042;Y
DDMA006;1;0;1011;Y
DDMA007;1;0;719;Y
DDMA008;1;0;1116;Y
DDMA009;1;0;1155;Y
DDMA011;1;0;863;Y
DDMA012;1;0;1244;Y
DDMA013;1;0;1229;Y
DDMA015;1;0;688;Y
DDMA016;1;0;948;Y
DDMA017;1;0;843;Y
DDMA018;1;0;1003;Y
DDMA019;1;0;824;Y
DDMA020;1;0;945;Y
DDMA021;1;0;1069;Y
DDMA022;1;0;740;Y
DDMA023;1;0;693;Y
DDMA024;1;0;674;Y
DDMA025;1;0;505;Y
DDMA026;1;0;795;Y
DDMA027;1;0;798;Y
DDMA028;1;0;569;Y
DDMA029;1;0;853;Y
DDMA030;1;0;977;Y
DDMA031;1;0;892;Y
DDMA032;1;0;650;Y
DDMA033;1;0;966;Y
DDMA034;1;0;1005;Y
DDMA035;1;0;1079;Y
DDMA036;1;0;1094;Y
DDMA037;1;0;900;Y
DDMA038;1;0;919;Y
DDPF002;1;0;468;Y
DDQF202;1;0;0;NA
DDQH006;1;0;217;Y
DDQH009;1;0;240;Y
DDQH010;1;0;296;Y
DDQH011;1;0;290;Y
DDQH012;1;0;263;Y
DDQH013;1;0;303;Y
DDQH014;1;0;280;Y
DDQH015;1;0;333;Y
DDQJ001;1;0;17;NA
DDRH001;1;0;7;NA
DDSA001;1;0;789;Y
DDSA002;1;0;615;Y
DDSF001;1;0;355;Y
DEEA001;1;0;230;Y
DEEF001;1;0;200;Y
DEEF002;1;0;327;Y
DEFA001;1;0;894;Y
DEFA002;1;0;855;Y
DEGA002;1;0;396;Y
DEGA003;1;0;100;Y
DEGF001;1;0;399;Y
DEGF002;1;0;268;Y
DEGF003;1;0;429;Y
DEGF004;1;0;174;Y
DEGF005;1;0;436;Y
DEGF006;1;0;220;Y
DEGF207;1;0;0;NA
DEKA001;1;0;200;Y
DEKA002;1;0;200;Y
DELA001;1;0;336;Y
DELA002;1;0;26;NA
DELA003;1;0;278;Y
DELA004;1;0;327;Y
DELA006;1;0;206;Y
DELA007;1;0;206;Y
DELF001;1;0;374;Y
DELF005;1;0;296;Y
DELF006;1;0;155;Y
DELF007;1;0;278;Y
DELF010;1;0;292;Y
DELF011;1;0;119;Y
DELF012;1;0;275;Y
DELF013;1;0;385;Y
DELF014;1;0;398;Y
DELF015;1;0;336;Y
DELF016;1;0;398;Y
DELF017;1;0;363;Y
DELF018;1;0;502;Y
DELF019;1;0;446;Y
DELF020;1;0;398;Y
DELF086;1;0;414;Y
DELF223;1;0;0;NA
DELF900;1;0;398;Y
DELF901;1;0;305;Y
DELF902;1;0;336;Y
DELF903;1;0;336;Y
DELF904;1;0;336;Y
DELF905;1;0;398;Y
DEMP001;1;0;48;NA
DEMP002;1;0;68;NA
DENF001;1;0;497;NA
DENF002;1;0;703;NA
DENF003;1;0;497;NA
DENF014;1;0;892;Y
DENF015;1;0;782;Y
DENF017;1;0;662;Y
DENF018;1;0;1053;Y
DENF021;1;0;816;Y
DENF035;1;0;1074;Y
DEPF001;1;0;219;NA
DEPF002;1;0;660;NA
DEPF003;1;0;560;NA
DEPF004;1;0;660;Y
DEPF005;1;0;560;Y
DEPF006;1;0;219;Y
DEPF010;1;0;603;Y
DEPF012;1;0;490;Y
DEPF014;1;0;960;Y
DEPF025;1;0;720;Y
DEPF033;1;0;1110;Y
DEQA001;1;1;90;NA
DEQA001;1;2;10;NA
DEQA001;1;3;66;NA
DEQD001;1;0;98;NA
DEQF001;1;0;338;Y
DEQF002;1;0;358;Y
DEQF003;1;0;203;Y
DEQF004;1;0;266;Y
DEQF005;1;0;462;Y
DEQP001;1;0;84;NA
DEQP002;1;0;24;NA
DEQP003;1;0;13;NA
DEQP004;1;0;14;NA
DEQP005;1;0;67;NA
DEQP006;1;0;37;NA
DEQP007;1;0;17;NA
DEQP008;1;0;50;NA
DERD001;1;0;158;NA
DERF001;1;0;195;Y
DERF002;1;0;139;Y
DERF003;1;0;145;Y
DERF004;1;0;166;Y
DERP001;1;0;106;NA
DERP003;1;0;72;NA
DERP004;1;0;41;NA
DERP005;1;0;99;Y
DFAA002;1;0;816;Y
DFAA003;1;0;738;Y
DFAA004;1;0;882;Y
DFAA005;1;0;725;Y
DFAF001;1;0;352;Y
DFAF002;1;0;280;Y
DFAF003;1;0;299;Y
DFAF004;1;0;323;Y
DFBA001;1;0;468;Y
DFCA001;1;0;615;Y
DFCA002;1;0;725;Y
DFCA003;1;0;652;Y
DFCA004;1;0;1089;Y
DFCA005;1;0;799;Y
DFCA006;1;0;906;Y
DFCA007;1;0;933;Y
DFCA008;1;0;855;Y
DFCA009;1;0;652;Y
DFCA010;1;0;1108;Y
DFEA001;1;0;510;Y
DFFA001;1;0;1106;Y
DFFA002;1;0;867;Y
DFFA003;1;0;1193;Y
DFFA004;1;0;797;Y
DFGA001;1;0;723;Y
DFGA002;1;0;956;Y
DFGA003;1;0;604;Y
DFGA004;1;0;867;Y
DFMA001;1;0;1050;Y
DFMA003;1;0;835;Y
DFMA004;1;0;1050;Y
DFMA006;1;0;894;Y
DFMA008;1;0;711;Y
DFMA010;1;0;1011;Y
DFMA011;1;0;1089;Y
DFMA012;1;0;945;Y
DFNF001;1;0;345;Y
DFNF002;1;0;413;Y
DFQH001;1;0;297;Y
DFQH002;1;0;342;Y
DFQL001;1;0;140;NA
DFSA001;1;0;360;Y
DFSA002;1;0;718;Y
DFSF001;1;0;514;Y
DFSF002;1;0;495;Y
DGAA002;1;0;994;Y
DGAA003;1;0;1319;Y
DGAA004;1;0;728;Y
DGAA005;1;0;603;Y
DGAA006;1;0;995;Y
DGAF001;1;0;382;Y
DGAF003;1;0;278;Y
DGAF004;1;0;339;Y
DGAF005;1;0;449;Y
DGAF006;1;0;339;Y
DGAF007;1;0;412;Y
DGAF008;1;0;404;Y
DGCA001;1;0;342;Y
DGCA002;1;0;660;Y
DGCA003;1;0;500;Y
DGCA004;1;0;597;Y
DGCA005;1;0;558;Y
DGCA006;1;0;764;Y
DGCA007;1;0;451;Y
DGCA008;1;0;952;Y
DGCA009;1;0;474;Y
DGCA010;1;0;617;Y
DGCA011;1;0;1144;Y
DGCA012;1;0;471;Y
DGCA013;1;0;1071;Y
DGCA014;1;0;516;Y
DGCA015;1;0;802;Y
DGCA016;1;0;582;Y
DGCA017;1;0;760;Y
DGCA018;1;0;540;Y
DGCA019;1;0;493;Y
DGCA020;1;0;609;Y
DGCA021;1;0;634;Y
DGCA022;1;0;530;Y
DGCA023;1;0;1013;Y
DGCA024;1;0;506;Y
DGCA025;1;0;615;Y
DGCA026;1;0;553;Y
DGCA027;1;0;978;Y
DGCA028;1;0;912;Y
DGCA029;1;0;590;Y
DGCA030;1;0;579;Y
DGCA031;1;0;784;Y
DGCA032;1;0;639;Y
DGCC807;1;0;0;Y
DGCC810;1;0;0;Y
DGCC812;1;0;0;Y
DGCC822;1;0;0;Y
DGCC825;1;0;0;Y
DGCC835;1;0;0;Y
DGCC846;1;0;0;Y
DGCC852;1;0;0;Y
DGCC857;1;0;0;Y
DGCC859;1;0;0;Y
DGCC862;1;0;0;Y
DGCC872;1;0;0;Y
DGDA001;1;0;398;Y
DGFA001;1;0;459;Y
DGFA002;1;0;1049;Y
DGFA003;1;0;592;Y
DGFA004;1;0;368;Y
DGFA005;1;0;491;Y
DGFA006;1;0;351;NA
DGFA007;1;0;563;Y
DGFA008;1;0;804;Y
DGFA009;1;0;503;Y
DGFA010;1;0;417;Y
DGFA011;1;0;1186;Y
DGFA012;1;0;323;Y
DGFA013;1;0;954;Y
DGFA014;1;0;1092;Y
DGFA015;1;0;410;Y
DGFA016;1;0;820;Y
DGFA017;1;0;1092;Y
DGFA018;1;0;1024;Y
DGFA019;1;0;905;Y
DGFA020;1;0;625;Y
DGGA001;1;0;180;Y
DGGA002;1;0;953;Y
DGGA003;1;0;962;Y
DGGA004;1;0;138;Y
DGKA001;1;0;1208;Y
DGKA002;1;0;750;Y
DGKA003;1;0;1120;Y
DGKA004;1;0;471;Y
DGKA005;1;0;1098;Y
DGKA006;1;0;1536;Y
DGKA007;1;0;990;Y
DGKA008;1;0;1674;Y
DGKA009;1;0;806;Y
DGKA010;1;0;1408;Y
DGKA011;1;0;966;Y
DGKA012;1;0;1911;Y
DGKA013;1;0;1226;Y
DGKA014;1;0;1275;Y
DGKA015;1;0;1096;Y
DGKA016;1;0;1381;Y
DGKA017;1;0;659;Y
DGKA018;1;0;1212;Y
DGKA019;1;0;772;Y
DGKA020;1;0;1691;Y
DGKA021;1;0;756;Y
DGKA022;1;0;811;Y
DGKA023;1;0;829;Y
DGKA024;1;0;1024;Y
DGKA025;1;0;820;Y
DGKA026;1;0;1275;Y
DGKA027;1;0;1130;Y
DGKA028;1;0;943;Y
DGKA029;1;0;1619;Y
DGLA001;1;0;26;NA
DGLA002;1;0;138;Y
DGLF001;1;0;300;Y
DGLF002;1;0;300;Y
DGLF003;1;0;300;Y
DGLF005;1;0;300;Y
DGLF006;1;0;204;Y
DGLF012;1;0;1739;Y
DGMA001;1;0;699;Y
DGMA002;1;0;982;Y
DGMA005;1;0;982;Y
DGMA009;1;0;728;Y
DGMA010;1;0;899;Y
DGMA011;1;0;668;Y
DGMA012;1;0;840;Y
DGPA001;1;0;661;Y
DGPA005;1;0;466;Y
DGPA008;1;0;590;Y
DGPA010;1;0;629;Y
DGPA012;1;0;570;Y
DGPA013;1;0;649;Y
DGPA014;1;0;482;Y
DGPA016;1;0;642;Y
DGPA017;1;0;486;Y
DGPA018;1;0;723;Y
DGPC807;1;0;0;Y
DGPC809;1;0;0;Y
DGPC810;1;0;0;Y
DGPC836;1;0;0;Y
DGPC846;1;0;0;Y
DGPC858;1;0;0;Y
DGPC866;1;0;0;Y
DGPF001;1;0;700;Y
DGPF002;1;0;611;Y
DGQH001;1;0;272;NA
DGQH002;1;0;246;NA
DGQH003;1;0;272;NA
DGQH004;1;0;192;NA
DGQH005;1;0;294;NA
DGQH006;1;0;259;NA
DGQH007;1;0;290;NA
DGQM001;1;0;64;NA
DGQM002;1;0;48;NA
DGSA001;1;0;961;Y
DGSA002;1;0;706;Y
DGSA003;1;0;828;Y
DGSA004;1;0;1027;Y
DGSA005;1;0;434;Y
DHAF001;1;0;417;Y
DHAF002;1;0;340;Y
DHAF003;1;0;342;Y
DHAF004;1;0;413;Y
DHCA001;1;0;908;Y
DHCA002;1;0;670;Y
DHCA003;1;0;344;Y
DHCA004;1;0;593;Y
DHFA001;1;0;1227;Y
DHFA002;1;0;666;Y
DHFA003;1;0;302;Y
DHFA004;1;0;840;Y
DHFA005;1;0;955;Y
DHFA006;1;0;1077;Y
DHFA007;1;0;850;Y
DHGA001;1;0;445;Y
DHGA002;1;0;489;Y
DHGF001;1;0;183;Y
DHLF001;1;0;132;NA
DHNF001;1;0;378;Y
DHNF002;1;0;468;Y
DHNF003;1;0;365;Y
DHNF004;1;0;457;Y
DHNF005;1;0;470;Y
DHNF006;1;0;527;Y
DHPA001;1;0;642;Y
DHPF001;1;0;463;Y
DHPF002;1;0;507;Y
DHPF003;1;0;384;Y
DHQH001;1;0;292;NA
DHQH002;1;0;219;NA
DHQH003;1;0;216;NA
DHQH004;1;0;259;NA
DHQH005;1;0;222;NA
DHQH006;1;0;216;NA
DHQH007;1;0;309;NA
DHQM001;1;0;39;NA
DHQM002;1;0;40;NA
DHSA001;1;0;452;Y
DHSA002;1;0;494;Y
DHSF001;1;0;237;Y
DHSF002;1;0;237;Y
DKMD001;1;0;92;NA
DKMD002;1;0;78;NA
DKRP001;1;0;26;NA
DKRP002;1;0;33;NA
DKRP003;1;0;28;NA
DKRP004;1;0;49;NA
DKRP005;1;0;38;NA
DZEA001;1;0;1236;Y
DZEA002;1;0;987;Y
DZEA003;1;0;1143;Y
DZEA004;1;0;1497;Y
DZFA001;1;0;120;NA
DZFA002;1;0;120;NA
DZFA003;1;0;240;NA
DZFA004;1;0;1373;Y
DZMA001;1;0;1116;Y
DZMA002;1;0;1334;Y
DZMA003;1;0;1380;Y
DZMA004;1;0;1197;Y
DZMA005;1;0;933;Y
DZMA006;1;0;1120;Y
DZMA007;1;0;1147;Y
DZMA009;1;0;1089;Y
DZMA010;1;0;1147;Y
DZMA011;1;0;945;Y
DZMA012;1;0;1089;Y
DZQJ001;1;0;85;NA
DZQJ002;1;0;73;NA
DZQJ006;1;0;85;NA
DZQJ007;1;0;60;NA
DZQJ008;1;0;124;NA
DZQJ009;1;0;90;NA
DZQJ010;1;0;117;NA
DZQJ011;1;0;90;NA
DZQJ012;1;0;64;NA
DZQJ900;1;0;40;NA
DZQM002;1;0;133;NA
DZQM003;1;0;51;NA
DZQM005;1;0;71;NA
DZQM006;1;0;71;NA
DZQM008;1;0;167;NA
DZQN001;1;0;119;NA
DZQN002;1;0;143;NA
DZQX005;1;0;64;NA
DZSA001;1;0;871;Y
DZSA002;1;0;218;Y
DZSA900;1;0;20;NA
EAAF002;1;0;623;Y
EAAF004;1;0;519;Y
EAAF900;1;0;623;Y
EAAF901;1;0;519;Y
EAAF902;1;0;647;Y
EAAF903;1;0;539;Y
EABA001;1;0;670;Y
EACA001;1;0;784;Y
EACA002;1;0;735;Y
EACA003;1;0;784;Y
EACA004;1;0;784;Y
EACA005;1;0;587;Y
EACA006;1;0;476;Y
EACA007;1;0;615;Y
EACF001;1;0;730;Y
EACF002;1;0;637;Y
EAFA001;1;0;655;Y
EAFA002;1;0;1159;Y
EAFA003;1;0;618;Y
EAFA004;1;0;1114;Y
EAFA005;1;0;811;Y
EAFA006;1;0;944;Y
EAFA007;1;0;803;Y
EAFA008;1;0;904;Y
EAFA009;1;0;888;Y
EAHF001;1;0;414;NA
EAJF341;1;0;0;Y
EALB002;1;0;16;NA
EAMA001;1;0;72;NA
EAMA002;1;0;48;NA
EANF002;1;0;545;Y
EAQH001;1;0;648;NA
EAQH002;1;0;77;NA
EAQJ001;1;0;116;NA
EAQM001;1;0;102;NA
EAQM002;1;0;53;NA
EAQM003;1;0;45;NA
EAQM004;1;0;44;NA
EAQM005;1;0;54;NA
EASA001;1;0;449;Y
EASA002;1;0;449;Y
EASF001;1;0;884;Y
EASF002;1;0;521;Y
EASF003;1;0;630;Y
EASF004;1;0;591;Y
EASF005;1;0;959;Y
EASF006;1;0;813;Y
EASF007;1;0;637;Y
EASF008;1;0;637;Y
EASF009;1;0;959;Y
EASF010;1;0;884;Y
EASF011;1;0;761;Y
EASF012;1;0;521;Y
EASF013;1;0;946;Y
EASF014;1;0;545;Y
EASF015;1;0;959;Y
EBAA002;1;0;523;Y
EBAF001;1;0;816;Y
EBAF003;1;0;680;Y
EBAF004;1;0;702;Y
EBAF005;1;0;510;Y
EBAF006;1;0;612;Y
EBAF009;1;0;531;Y
EBAF010;1;0;842;Y
EBAF011;1;0;567;Y
EBAF013;1;0;700;Y
EBAF014;1;0;750;Y
EBCA001;1;0;605;Y
EBCA002;1;0;445;Y
EBCA003;1;0;554;Y
EBCA004;1;0;547;Y
EBCA005;1;0;773;Y
EBCA006;1;0;428;Y
EBCA007;1;0;444;Y
EBCA008;1;0;538;Y
EBCA009;1;0;369;Y
EBCA010;1;0;558;Y
EBCA011;1;0;821;Y
EBCA012;1;0;438;Y
EBCA013;1;0;479;Y
EBCA014;1;0;517;Y
EBCA015;1;0;739;Y
EBCA016;1;0;476;Y
EBCA017;1;0;565;Y
EBEA001;1;0;498;Y
EBEA002;1;0;517;Y
EBEA003;1;0;499;Y
EBEA004;1;0;773;Y
EBEA005;1;0;534;Y
EBFA001;1;0;621;Y
EBFA002;1;0;693;Y
EBFA003;1;0;575;Y
EBFA004;1;0;579;Y
EBFA005;1;0;483;Y
EBFA006;1;0;593;Y
EBFA007;1;0;443;Y
EBFA008;1;0;613;Y
EBFA009;1;0;449;Y
EBFA010;1;0;748;Y
EBFA011;1;0;996;Y
EBFA012;1;0;553;Y
EBFA013;1;0;292;Y
EBFA014;1;0;481;Y
EBFA015;1;0;649;Y
EBFA016;1;0;657;Y
EBFA017;1;0;420;Y
EBFA018;1;0;420;Y
EBFA019;1;0;471;Y
EBFA020;1;0;563;Y
EBFA021;1;0;375;Y
EBGA001;1;0;63;NA
EBHA001;1;0;52;NA
EBHA002;1;0;95;NA
EBKA001;1;0;477;Y
EBKA002;1;0;576;Y
EBKA003;1;0;792;Y
EBKA004;1;0;525;Y
EBLA001;1;0;100;Y
EBLA002;1;0;85;Y
EBLA003;1;0;116;Y
EBLF002;1;0;190;Y
EBLF003;1;0;210;Y
EBNE001;1;0;90;NA
EBNE002;1;0;68;NA
EBNF001;1;0;200;Y
EBNF002;1;0;200;Y
EBNH001;1;0;260;NA
EBPA003;1;0;597;Y
EBQF001;1;0;80;NA
EBQF002;1;0;160;NA
EBQF003;1;0;84;NA
EBQF004;1;0;80;NA
EBQF005;1;0;116;NA
EBQF006;1;0;140;NA
EBQH001;1;0;260;NA
EBQH002;1;0;379;NA
EBQH003;1;0;182;NA
EBQH004;1;0;89;NA
EBQH005;1;0;429;NA
EBQH006;1;0;72;NA
EBQH007;1;0;435;NA
EBQH008;1;0;266;NA
EBQH009;1;0;216;NA
EBQH010;1;0;226;NA
EBQH011;1;0;332;NA
EBQJ001;1;0;129;NA
EBQJ002;1;0;118;NA
EBQM001;1;0;45;NA
EBQM002;1;0;73;NA
EBQM003;1;0;88;NA
EBQM900;1;0;52;NA
EBSA001;1;0;278;Y
EBSA002;1;0;341;Y
EBSA003;1;0;163;Y
EBSA004;1;0;256;Y
EBSA005;1;0;190;Y
EBSA006;1;0;287;Y
EBSA007;1;0;284;Y
EBSA008;1;0;222;Y
EBSA009;1;0;420;Y
EBSA010;1;0;256;Y
EBSA011;1;0;120;Y
EBSA012;1;0;301;Y
EBSF001;1;0;545;Y
EBSF003;1;0;506;Y
EBSF004;1;0;618;Y
EBSH001;1;0;332;NA
ECAF001;1;0;415;Y
ECAF002;1;0;365;Y
ECAF003;1;0;642;Y
ECAF004;1;0;739;Y
ECCA001;1;0;355;Y
ECCA002;1;0;355;Y
ECCA003;1;0;243;Y
ECCA004;1;0;171;Y
ECCA005;1;0;185;Y
ECCA006;1;0;639;Y
ECCA007;1;0;296;Y
ECCA009;1;0;335;Y
ECCA010;1;0;288;Y
ECFA001;1;0;627;Y
ECFA002;1;0;149;Y
ECFA003;1;0;346;Y
ECFA004;1;0;292;Y
ECFA005;1;0;173;Y
ECFA006;1;0;302;Y
ECJF001;1;0;405;Y
ECKA001;1;0;639;Y
